stock,open,high,low,close,timestamp
StockM,735.95,960.62,433.98,844.21,2025-04-25 06:40:45.405995563
StockG,274.04,950.13,198.81,758.1,2025-04-25 06:40:45.905995563
StockJ,355.64,888.37,289.22,361.67,2025-04-25 06:40:46.405995563
StockM,729.85,997.36,691.7,778.39,2025-04-25 06:40:46.905995563
StockD,120.41,411.57,110.05,185.3,2025-04-25 06:40:47.405995563
StockY,384.6,770.64,364.33,422.71,2025-04-25 06:40:47.905995563
StockU,678.06,931.82,302.98,680.33,2025-04-25 06:40:48.405995563
StockL,207.27,647.18,159.8,533.1,2025-04-25 06:40:48.905995563
StockQ,146.88,949.18,81.52,356.26,2025-04-25 06:40:49.405995563
StockP,685.06,859.83,657.2,742.41,2025-04-25 06:40:49.905995563
StockB,195.92,424.5,127.5,265.62,2025-04-25 06:40:50.405995563
StockZ,430.44,928.06,129.51,766.62,2025-04-25 06:40:50.905995563
StockS,555.05,792.67,507.15,673.49,2025-04-25 06:40:51.405995563
StockQ,758.03,975.66,138.4,898.69,2025-04-25 06:40:51.905995563
StockS,443.29,931.97,414.1,751.65,2025-04-25 06:40:52.405995563
StockF,349.74,683.29,18.18,615.05,2025-04-25 06:40:52.905995563
StockE,386.69,850.16,159.01,839.7,2025-04-25 06:40:53.405995563
StockE,435.11,982.61,402.51,611.3,2025-04-25 06:40:53.905995563
StockP,248.69,719.14,28.74,542.61,2025-04-25 06:40:54.405995563
StockT,591.88,885.28,538.71,740.17,2025-04-25 06:40:54.905995563
StockL,307.69,775.03,180.98,592.66,2025-04-25 06:40:55.405995563
StockW,422.72,540.87,74.04,479.34,2025-04-25 06:40:55.905995563
StockY,227.37,791.87,6.67,594.14,2025-04-25 06:40:56.405995563
StockB,221.82,929.34,191.88,769.04,2025-04-25 06:40:56.905995563
StockY,692.6,935.04,487.66,902.15,2025-04-25 06:40:57.405995563
StockX,201.76,942.66,8.61,775.31,2025-04-25 06:40:57.905995563
StockF,118.22,765.65,90.87,339.91,2025-04-25 06:40:58.405995563
StockP,720.36,959.69,494.8,753.73,2025-04-25 06:40:58.905995563
StockC,574.11,861.21,570,632.57,2025-04-25 06:40:59.405995563
StockV,446.99,595.48,324.93,503.37,2025-04-25 06:40:59.905995563
StockE,270.68,572.81,225.78,501.46,2025-04-25 06:41:00.405995563
StockO,619.03,873.86,265.6,631.66,2025-04-25 06:41:00.905995563
StockB,481.86,871.99,126.32,750.74,2025-04-25 06:41:01.405995563
StockT,226.04,427.24,209.92,302.2,2025-04-25 06:41:01.905995563
StockJ,794.98,882.09,527.2,810.4,2025-04-25 06:41:02.405995563
StockK,346.05,975.33,40.35,488.65,2025-04-25 06:41:02.905995563
StockM,601.25,896.61,368.23,675.5,2025-04-25 06:41:03.405995563
StockW,326.53,499.6,310.73,479.99,2025-04-25 06:41:03.905995563
StockH,88.78,497.47,74.82,484.86,2025-04-25 06:41:04.405995563
StockR,479.22,723.53,107.44,614.24,2025-04-25 06:41:04.905995563
StockQ,707.11,732.03,565,723.02,2025-04-25 06:41:05.405995563
StockV,411.23,682.26,19.72,599.07,2025-04-25 06:41:05.905995563
StockP,846.32,998.27,658.36,907.01,2025-04-25 06:41:06.405995563
StockJ,376.15,760.12,322.23,620.87,2025-04-25 06:41:06.905995563
StockS,122.82,405.69,42.83,352.77,2025-04-25 06:41:07.405995563
StockB,591.02,780.02,127.79,769.96,2025-04-25 06:41:07.905995563
StockV,534.55,653.58,279.47,646.35,2025-04-25 06:41:08.405995563
StockH,174.96,949.71,32.14,331.58,2025-04-25 06:41:08.905995563
StockV,137.04,771.36,15.13,251.33,2025-04-25 06:41:09.405995563
StockU,149.28,994.09,31.29,940.44,2025-04-25 06:41:09.905995563
StockG,228.35,910.29,17.35,373.79,2025-04-25 06:41:10.405995563
StockF,431.45,946.18,298.07,613.45,2025-04-25 06:41:10.905995563
StockA,344.22,706.27,221.2,512.23,2025-04-25 06:41:11.405995563
StockA,300.25,717.47,82.97,381.04,2025-04-25 06:41:11.905995563
StockM,537.18,849.3,271.09,792.36,2025-04-25 06:41:12.405995563
StockL,476.85,976.77,449.6,593.02,2025-04-25 06:41:12.905995563
StockD,335.56,921.1,171.54,451.84,2025-04-25 06:41:13.405995563
StockB,413.09,950.19,27.67,712.82,2025-04-25 06:41:13.905995563
StockQ,801.69,996.11,47.26,988.43,2025-04-25 06:41:14.405995563
StockC,214.04,771.26,74.55,710.48,2025-04-25 06:41:14.905995563
StockC,507.63,822.74,415.23,659.47,2025-04-25 06:41:15.405995563
StockB,507.04,762.69,149.53,653.1,2025-04-25 06:41:15.905995563
StockM,238.14,976.59,82.41,238.21,2025-04-25 06:41:16.405995563
StockP,427.02,994.51,365.46,860.69,2025-04-25 06:41:16.905995563
StockM,472.84,905.67,434.24,584.27,2025-04-25 06:41:17.405995563
StockR,242.83,988.3,11.17,937.94,2025-04-25 06:41:17.905995563
StockN,493.44,868.05,29.86,713.01,2025-04-25 06:41:18.405995563
StockP,148.32,392.46,13.48,382.08,2025-04-25 06:41:18.905995563
StockF,414.04,792.4,316.31,733.75,2025-04-25 06:41:19.405995563
StockW,110.48,941.19,66.4,345.5,2025-04-25 06:41:19.905995563
StockS,754.69,927.33,682.74,863.95,2025-04-25 06:41:20.405995563
StockJ,371.37,916.6,332.35,881.67,2025-04-25 06:41:20.905995563
StockT,633.44,762.16,519.96,676.75,2025-04-25 06:41:21.405995563
StockP,444.98,615.44,414.77,543.29,2025-04-25 06:41:21.905995563
StockP,482.97,693.36,481.6,628.83,2025-04-25 06:41:22.405995563
StockO,586.81,691.31,218.79,625.48,2025-04-25 06:41:22.905995563
StockS,252.46,957.79,53.1,420,2025-04-25 06:41:23.405995563
StockG,707.35,769.62,121.85,712.79,2025-04-25 06:41:23.905995563
StockC,400.59,980,301.17,876.44,2025-04-25 06:41:24.405995563
StockD,371.76,624.63,286.9,533.11,2025-04-25 06:41:24.905995563
StockA,439.4,712.19,80.7,558.46,2025-04-25 06:41:25.405995563
StockF,268.35,725.38,150.51,454.45,2025-04-25 06:41:25.905995563
StockV,768.71,979.19,571.72,809.22,2025-04-25 06:41:26.405995563
StockJ,591.61,980.05,212.85,665.8,2025-04-25 06:41:26.905995563
StockY,419.43,758.39,95.12,442.33,2025-04-25 06:41:27.405995563
StockC,309.04,873.05,110.62,567.2,2025-04-25 06:41:27.905995563
StockA,610.85,985.72,341.19,721.12,2025-04-25 06:41:28.405995563
StockC,98.82,552.32,33.53,142.43,2025-04-25 06:41:28.905995563
StockW,630.01,914.69,593.91,834.44,2025-04-25 06:41:29.405995563
StockI,612.43,738.16,567.77,710.91,2025-04-25 06:41:29.905995563
StockS,546.32,992.63,343.24,873.4,2025-04-25 06:41:30.405995563
StockI,290.18,637.37,258.54,630.45,2025-04-25 06:41:30.905995563
StockT,326.62,947.82,175.32,913.71,2025-04-25 06:41:31.405995563
StockM,545.97,655.62,510.05,590.02,2025-04-25 06:41:31.905995563
StockF,222.11,978.07,147.55,223.45,2025-04-25 06:41:32.405995563
StockO,765.33,844.03,439.83,775.6,2025-04-25 06:41:32.905995563
StockP,754.88,957.07,631.95,930.54,2025-04-25 06:41:33.405995563
StockN,669.99,893.76,316.3,671.92,2025-04-25 06:41:33.905995563
StockO,628.69,884.19,409.03,753.9,2025-04-25 06:41:34.405995563
StockY,609.87,866.96,385.86,855.46,2025-04-25 06:41:34.905995563
StockD,142.14,726.7,96.38,720.48,2025-04-25 06:41:35.405995563
StockJ,710.94,935.55,227.21,713.74,2025-04-25 06:41:35.905995563
StockW,665.3,988.79,16.7,968.07,2025-04-25 06:41:36.405995563
StockH,200.61,819.6,194.25,305.41,2025-04-25 06:41:36.905995563
StockI,225.79,735.47,155.45,285.73,2025-04-25 06:41:37.405995563
StockQ,480.37,920.31,397.82,604.09,2025-04-25 06:41:37.905995563
StockD,509.96,956.61,443.59,653.02,2025-04-25 06:41:38.405995563
StockJ,652.22,809.19,419.36,786.16,2025-04-25 06:41:38.905995563
StockN,621.37,660.06,351.57,647.79,2025-04-25 06:41:39.405995563
StockR,147.74,983.9,39.29,845.43,2025-04-25 06:41:39.905995563
StockD,27.6,530.72,13.42,431.97,2025-04-25 06:41:40.405995563
StockY,343.69,866.68,226.1,483.71,2025-04-25 06:41:40.905995563
StockG,88.92,425.29,71.95,111.75,2025-04-25 06:41:41.405995563
StockF,386.99,870.02,183.3,749.33,2025-04-25 06:41:41.905995563
StockL,313.01,851.7,16.11,655.96,2025-04-25 06:41:42.405995563
StockO,86.11,419.81,69.3,178.99,2025-04-25 06:41:42.905995563
StockN,750.86,826.15,706.01,814.07,2025-04-25 06:41:43.405995563
StockA,282.15,685.84,220,423.76,2025-04-25 06:41:43.905995563
StockM,199.75,943.97,158.49,774.04,2025-04-25 06:41:44.405995563
StockA,316.2,783.42,39.77,664.63,2025-04-25 06:41:44.905995563
StockJ,152.54,770.76,49.99,602.3,2025-04-25 06:41:45.405995563
StockL,354.37,728.13,184.24,652.36,2025-04-25 06:41:45.905995563
StockN,731.71,996.82,341.64,896.62,2025-04-25 06:41:46.405995563
StockZ,173.65,753.98,52.3,310.77,2025-04-25 06:41:46.905995563
StockB,425.38,988.4,135.25,485.12,2025-04-25 06:41:47.405995563
StockN,596.68,891.81,500.55,769.6,2025-04-25 06:41:47.905995563
StockR,140.59,891.29,114.34,261.15,2025-04-25 06:41:48.405995563
StockJ,108.02,772.66,78.41,391.04,2025-04-25 06:41:48.905995563
StockM,256.48,629.94,102.7,617.86,2025-04-25 06:41:49.405995563
StockU,284.74,895.88,177.74,310.28,2025-04-25 06:41:49.905995563
StockB,424.72,865.74,128.05,548.06,2025-04-25 06:41:50.405995563
StockH,270.18,650.93,209.38,340.69,2025-04-25 06:41:50.905995563
StockK,85.33,419.6,31.03,254.4,2025-04-25 06:41:51.405995563
StockK,613.77,804.25,578.93,677.78,2025-04-25 06:41:51.905995563
StockW,568.6,942.88,449.09,723.05,2025-04-25 06:41:52.405995563
StockT,58.56,890.63,24.08,527.23,2025-04-25 06:41:52.905995563
StockL,619.1,853.56,129.94,751.02,2025-04-25 06:41:53.405995563
StockG,156.05,801.8,67.64,379.74,2025-04-25 06:41:53.905995563
StockZ,309.63,831.05,169.62,501.26,2025-04-25 06:41:54.405995563
StockL,181.33,366.61,70.28,355.04,2025-04-25 06:41:54.905995563
StockJ,440.9,621.36,80.09,547.24,2025-04-25 06:41:55.405995563
StockV,385.11,494.47,358.82,447.93,2025-04-25 06:41:55.905995563
StockF,181.51,807.09,75.71,384.78,2025-04-25 06:41:56.405995563
StockN,435.09,939.03,84.84,707.83,2025-04-25 06:41:56.905995563
StockE,9.21,163.09,8.63,26.07,2025-04-25 06:41:57.405995563
StockK,555.49,898.8,442.32,761.71,2025-04-25 06:41:57.905995563
StockI,474.98,819.49,393.35,541.78,2025-04-25 06:41:58.405995563
StockY,99.16,662.44,23.16,579.07,2025-04-25 06:41:58.905995563
StockN,659.47,876.29,24.7,681.45,2025-04-25 06:41:59.405995563
StockK,151.74,365.57,147.91,297.02,2025-04-25 06:41:59.905995563
StockS,816.21,917.96,165.09,913.87,2025-04-25 06:42:00.405995563
StockV,572.83,727.24,280.12,591.43,2025-04-25 06:42:00.905995563
StockA,732.89,940.73,634.07,845.88,2025-04-25 06:42:01.405995563
StockP,581.91,645.44,3.34,593.45,2025-04-25 06:42:01.905995563
StockS,529.99,978.42,321.57,759.02,2025-04-25 06:42:02.405995563
StockH,146.43,804.64,116.41,599.53,2025-04-25 06:42:02.905995563
StockS,245,497.22,132.04,319.91,2025-04-25 06:42:03.405995563
StockM,244.15,770.86,56.92,434.54,2025-04-25 06:42:03.905995563
StockD,142.02,828.37,97.97,561.08,2025-04-25 06:42:04.405995563
StockJ,56.43,849.37,32.52,730.45,2025-04-25 06:42:04.905995563
StockF,668.59,986.8,653.55,814.56,2025-04-25 06:42:05.405995563
StockQ,543.37,948.26,147.1,623.15,2025-04-25 06:42:05.905995563
StockX,501.67,766.12,349.57,728.65,2025-04-25 06:42:06.405995563
StockX,404.09,915.21,49.7,818.02,2025-04-25 06:42:06.905995563
StockT,512.92,927.02,454.88,698.15,2025-04-25 06:42:07.405995563
StockY,608.85,869.91,181.9,857.27,2025-04-25 06:42:07.905995563
StockR,600.21,759.34,455.49,727.49,2025-04-25 06:42:08.405995563
StockW,288.43,888.94,101.92,330.44,2025-04-25 06:42:08.905995563
StockI,188.99,229.65,50.17,210.79,2025-04-25 06:42:09.405995563
StockK,363.68,893.81,320.32,521.18,2025-04-25 06:42:09.905995563
StockP,539.56,930.74,4.66,678.86,2025-04-25 06:42:10.405995563
StockQ,442.04,863.48,411.16,682.83,2025-04-25 06:42:10.905995563
StockJ,621.53,787.77,566.13,661.5,2025-04-25 06:42:11.405995563
StockQ,329.31,687.2,153.95,545.34,2025-04-25 06:42:11.905995563
StockG,391.3,982.1,348.08,553.44,2025-04-25 06:42:12.405995563
StockR,140.2,689.69,35.84,246.99,2025-04-25 06:42:12.905995563
StockJ,345.89,691.14,73.94,500.64,2025-04-25 06:42:13.405995563
StockP,406.11,754.56,218.89,695.53,2025-04-25 06:42:13.905995563
StockW,468.22,993.99,20.15,609.84,2025-04-25 06:42:14.405995563
StockQ,317.57,561.85,54.44,427.53,2025-04-25 06:42:14.905995563
StockW,510.93,726.74,50.2,618.53,2025-04-25 06:42:15.405995563
StockO,628.73,763.88,508.75,705.58,2025-04-25 06:42:15.905995563
StockK,775.45,963.3,76.58,817.18,2025-04-25 06:42:16.405995563
StockH,442.05,911.58,33.69,699.76,2025-04-25 06:42:16.905995563
StockC,729.15,998.93,595.22,907.23,2025-04-25 06:42:17.405995563
StockA,482.34,955.75,62.34,708.12,2025-04-25 06:42:17.905995563
StockL,730.62,994.93,472,796.15,2025-04-25 06:42:18.405995563
StockY,258.59,406.25,32.32,389.07,2025-04-25 06:42:18.905995563
StockX,389.36,993.98,320.22,521.58,2025-04-25 06:42:19.405995563
StockH,293.27,974.16,18.21,790.95,2025-04-25 06:42:19.905995563
StockR,451.51,908.83,317.75,741.67,2025-04-25 06:42:20.405995563
StockA,309.65,768.04,190.54,415.46,2025-04-25 06:42:20.905995563
StockR,245.59,952.57,64.41,889.36,2025-04-25 06:42:21.405995563
StockA,815.76,946.93,211.53,857.41,2025-04-25 06:42:21.905995563
StockT,362.92,721.96,190.11,442.51,2025-04-25 06:42:22.405995563
StockB,517.86,673.58,93.41,661.08,2025-04-25 06:42:22.905995563
StockO,461.52,838.97,322.89,646.61,2025-04-25 06:42:23.405995563
StockZ,287.29,885.82,14.23,767.27,2025-04-25 06:42:23.905995563
StockU,199.68,284.95,33.61,284.25,2025-04-25 06:42:24.405995563
StockA,417.78,866.79,218.78,794.91,2025-04-25 06:42:24.905995563
