stock,open,high,low,close,timestampStockI,285.12,738.83,5.72,382.12,2025-04-23 08:03:24.933854447
StockO,476.11,975.42,401.3,802.59,2025-04-23 08:48:54.933854447
StockS,329.94,928.26,123.97,469.29,2025-04-23 08:49:47.433854447
StockM,584.83,762.86,56.67,689.7,2025-04-23 08:50:40.433854447
StockZ,427.6,768.3,171.1,440.67,2025-04-23 08:51:33.933854447
StockH,454.11,724.56,285.96,531.93,2025-04-23 08:52:27.933854447
StockX,282.87,775.19,66.89,575.6,2025-04-23 08:53:22.433854447
StockX,391.44,912.79,195.58,422.55,2025-04-23 08:54:17.433854447
StockW,522.88,792.87,263.44,621.53,2025-04-23 08:55:12.933854447
StockA,309.16,689.18,178.59,646.63,2025-04-23 08:56:08.933854447
StockJ,77.41,768.5,18.06,219.79,2025-04-23 08:57:05.433854447
StockV,384.34,445.94,260.42,428.51,2025-04-23 08:58:02.433854447
StockS,354.52,768.13,169.65,726.51,2025-04-23 08:58:59.933854447
StockH,177.53,784.08,39.12,572.87,2025-04-23 08:59:57.933854447
StockA,251.9,344.5,127.01,291.87,2025-04-23 09:00:56.433854447
StockY,430.61,873.27,13.1,858.8,2025-04-23 09:01:55.433854447
StockW,368.73,691.76,41.77,576.44,2025-04-23 09:02:54.933854447
StockB,185.67,696.39,33.43,414.41,2025-04-23 09:03:54.933854447
StockV,859.93,912.86,507.8,906.06,2025-04-23 09:04:55.433854447
StockF,147.74,527.14,90.84,210.47,2025-04-23 09:05:56.433854447
StockK,414.78,566.63,369.85,522.73,2025-04-23 09:06:57.933854447
StockT,335.69,902.68,324.52,605.38,2025-04-23 09:07:59.933854447
StockV,537.57,808.43,177.41,768.4,2025-04-23 09:09:02.433854447
StockQ,223.73,741.59,211.14,710.35,2025-04-23 09:10:05.433854447
StockT,566.69,882.2,488.57,728.08,2025-04-23 09:11:08.933854447
StockP,729.86,983.65,148.74,759.17,2025-04-23 09:12:12.933854447
StockT,265.42,804.71,11.22,753.51,2025-04-23 09:13:17.433854447
StockI,544.44,944.1,385.02,672.33,2025-04-23 09:14:22.433854447
StockB,492.58,837.23,245.51,775.32,2025-04-23 09:15:27.933854447
StockN,596.18,855.97,87.37,631.16,2025-04-23 09:16:33.933854447
StockW,326.03,426.8,29.11,392.38,2025-04-23 09:17:40.433854447
StockL,686.03,957.75,469.03,911.89,2025-04-23 09:18:47.433854447
StockK,387.26,599.03,106.4,413.62,2025-04-23 09:19:54.933854447
StockX,637.88,962.86,539.42,925.55,2025-04-23 09:21:02.933854447
StockH,453.86,888.76,8.23,480.9,2025-04-23 09:22:11.433854447
StockL,641.16,995.98,352.05,893.2,2025-04-23 09:23:20.433854447
StockK,448.6,861.27,6.37,733.55,2025-04-23 09:24:29.933854447
StockF,244.61,937.71,29.71,341.47,2025-04-23 09:25:39.933854447
StockL,656.91,967.14,245.44,706.1,2025-04-23 09:26:50.433854447
StockE,283.64,459,29.45,350.54,2025-04-23 09:28:01.433854447
StockM,392.78,898.11,168.73,557.33,2025-04-23 09:29:12.933854447
StockN,702.31,946.1,115.19,785.34,2025-04-23 09:30:24.933854447
StockG,554.53,901.11,264.43,697.74,2025-04-23 09:31:37.433854447
StockA,229.89,974.27,58.27,941.45,2025-04-23 09:32:50.433854447
StockR,510.95,789.3,407.5,575.07,2025-04-23 09:34:03.933854447
StockM,622.08,908.2,556.82,655.01,2025-04-23 09:35:17.933854447
StockI,345.36,883.34,143.08,692.88,2025-04-23 09:36:32.433854447
StockC,315.65,851.18,175.82,501.98,2025-04-23 09:37:47.433854447
StockB,606.36,675.64,546.63,624.14,2025-04-23 09:39:02.933854447
StockW,552.65,733.13,326.02,608.62,2025-04-23 09:40:18.933854447
StockS,670.48,994.78,393.99,747.99,2025-04-23 09:41:35.433854447
StockN,145.83,711.73,76.86,675.5,2025-04-23 09:42:52.433854447
StockC,365.31,715.66,29.58,622.08,2025-04-23 09:44:09.933854447
StockI,459.12,850.58,238.18,632.82,2025-04-23 09:45:27.933854447
StockN,70.35,459.32,18.55,130.7,2025-04-23 09:46:46.433854447
StockH,302.64,949.01,292.94,389.58,2025-04-23 09:48:05.433854447
StockS,620.55,861.08,252.07,778.65,2025-04-23 09:49:24.933854447
StockH,574.92,832.59,114.48,773.64,2025-04-23 09:50:44.933854447
StockP,337.34,734.77,202.99,695.66,2025-04-23 09:52:05.433854447
StockY,712.78,757.31,4.92,732.02,2025-04-23 09:53:26.433854447
StockH,75.13,720.33,15.66,295.61,2025-04-23 09:54:47.933854447
StockT,425.53,820.56,306.32,476.64,2025-04-23 09:56:09.933854447
StockA,437.36,862.36,194.2,615.97,2025-04-23 09:57:32.433854447
StockI,780.82,978.23,153.68,907.19,2025-04-23 09:58:55.433854447
StockF,445.25,989.22,299.86,728.35,2025-04-23 10:00:18.933854447
StockL,483.62,973.2,293.3,940.37,2025-04-23 10:01:42.933854447
StockX,294.49,747.1,56.07,348.5,2025-04-23 10:03:07.433854447
StockZ,62.22,503.49,40.47,164.13,2025-04-23 10:04:32.433854447
StockV,491.92,961.09,339.69,547.33,2025-04-23 10:05:57.933854447
StockA,605.08,914.18,141.27,716.19,2025-04-23 10:07:23.933854447
StockD,246.06,972.05,19.55,698.31,2025-04-23 10:08:50.433854447
StockY,318.58,736.25,109.24,658.81,2025-04-23 10:10:17.433854447
StockJ,641.93,756.01,587.82,699.31,2025-04-23 10:11:44.933854447
StockM,384.8,711.77,188.33,445,2025-04-23 10:13:12.933854447
StockN,576.39,965.47,361.51,612.3,2025-04-23 10:14:41.433854447
StockP,433.12,697.35,418.23,661.26,2025-04-23 10:16:10.433854447
StockZ,286.36,830.53,160.27,767.7,2025-04-23 10:17:39.933854447
StockK,561.34,802.22,250.01,596.48,2025-04-23 10:19:09.933854447
StockL,599.38,873.29,104.39,658.47,2025-04-23 10:20:40.433854447
StockK,442.75,950.55,221.53,900.16,2025-04-23 10:22:11.433854447
StockJ,472.59,725.57,394.76,616.53,2025-04-23 10:23:42.933854447
StockZ,738.35,949.95,139.34,795.91,2025-04-23 10:25:14.933854447
StockI,517.81,991.64,98.53,850.91,2025-04-23 10:26:47.433854447
StockQ,250.42,728.11,36.58,321.59,2025-04-23 10:28:20.433854447
StockI,185.07,523.83,43.02,444.16,2025-04-23 10:29:53.933854447
StockQ,545.02,999.75,401.42,651.57,2025-04-23 10:31:27.933854447
StockA,172.16,768.16,137.4,206.78,2025-04-23 10:33:02.433854447
StockS,619.46,954.8,464.5,796.7,2025-04-23 10:34:37.433854447
StockO,596.64,875.2,417.22,666.88,2025-04-23 10:36:12.933854447
StockC,485.69,772.73,481.12,718.27,2025-04-23 10:37:48.933854447
StockR,568.2,970.61,112.1,945.37,2025-04-23 10:39:25.433854447
StockL,155.31,725.35,86.16,517.96,2025-04-23 10:41:02.433854447
StockK,523.51,959.91,129.64,952.64,2025-04-23 10:42:39.933854447
StockN,774.79,929.07,641.85,908.33,2025-04-23 10:44:17.933854447
StockW,128.98,943.45,86.53,394.77,2025-04-23 10:45:56.433854447
StockI,236.34,777.1,199.54,401.03,2025-04-23 10:47:35.433854447
StockR,350.62,871.29,161.8,749.19,2025-04-23 10:49:14.933854447
StockC,91.25,766.08,2.74,460.77,2025-04-23 10:50:54.933854447
StockM,898.05,962.39,587.89,931.54,2025-04-23 10:52:35.433854447
StockR,359.77,743.57,93.71,445.78,2025-04-23 10:54:16.433854447
StockZ,116.66,517.51,3.13,168.59,2025-04-23 10:55:57.933854447
StockZ,111.01,942.36,30.05,274.15,2025-04-23 10:57:39.933854447
StockK,740.49,950.19,97.96,815.07,2025-04-23 10:59:22.433854447
StockB,312.08,925.3,7.67,312.97,2025-04-23 11:01:05.433854447
StockS,423.3,962.11,379.96,815.04,2025-04-23 11:02:48.933854447
StockT,613.99,971.13,100.15,640.13,2025-04-23 11:04:32.933854447
StockJ,448.5,605.89,133.05,465.99,2025-04-23 11:06:17.433854447
StockZ,117.98,981.34,35.18,763.62,2025-04-23 11:08:02.433854447
StockE,390.04,752.74,340.6,535.01,2025-04-23 11:09:47.933854447
StockZ,74.91,732.77,33.8,138.17,2025-04-23 11:11:33.933854447
StockF,326.94,525.6,20.7,494.94,2025-04-23 11:13:20.433854447
StockJ,402.44,843.12,241.71,566.1,2025-04-23 11:15:07.433854447
StockB,264.45,916.79,82.59,766.13,2025-04-23 11:16:54.933854447
StockV,277.54,826.49,57.53,576.1,2025-04-23 11:18:42.933854447
StockT,135.61,484.73,7.58,193.05,2025-04-23 11:20:31.433854447
StockB,357.54,509.81,248.73,450.82,2025-04-23 11:22:20.433854447
StockC,580.32,798.36,264.16,612.83,2025-04-23 11:24:09.933854447
StockL,558.53,999.54,489.77,856.11,2025-04-23 11:25:59.933854447
StockJ,793.87,981.49,503.47,873.51,2025-04-23 11:27:50.433854447
StockU,96.58,874.66,75.99,490.71,2025-04-23 11:29:41.433854447
StockT,584.67,951.67,553.41,809.1,2025-04-23 11:31:32.933854447
StockE,411.37,973.11,72.98,715.53,2025-04-23 11:33:24.933854447
StockW,305.8,827.69,15.35,644.1,2025-04-23 11:35:17.433854447
StockM,322.63,986.8,256.17,482.12,2025-04-23 11:37:10.433854447
StockM,273.83,917.42,229.51,706.58,2025-04-23 11:39:03.933854447
StockQ,138.39,952.23,104.72,862.51,2025-04-23 11:40:57.933854447
StockQ,441.27,945.03,361.37,467.41,2025-04-23 11:42:52.433854447
StockL,767.43,866.83,282.1,855.78,2025-04-23 11:44:47.433854447
StockY,28.75,527.19,10.69,313.36,2025-04-23 11:46:42.933854447
StockG,649.81,947.61,207.06,832.73,2025-04-23 11:48:38.933854447
StockS,314.7,709.19,107.97,472.83,2025-04-23 11:50:35.433854447
StockC,73.54,859.86,21.04,183.49,2025-04-23 11:52:32.433854447
StockR,172.91,996.34,16.39,618.32,2025-04-23 11:54:29.933854447
StockG,169.89,500.2,138.91,337.26,2025-04-23 11:56:27.933854447
StockV,271.09,779.09,62.67,500.61,2025-04-23 11:58:26.433854447
StockI,411.53,787.38,283.34,670.34,2025-04-23 12:00:25.433854447
StockT,130.23,856.25,30.19,558.13,2025-04-23 12:02:24.933854447
StockD,313.63,925.81,256.91,514.92,2025-04-23 12:04:24.933854447
StockZ,657.91,980.85,121.86,800.72,2025-04-23 12:06:25.433854447
StockL,265.2,499.57,16.88,485.22,2025-04-23 12:08:26.433854447
StockO,328.79,963.4,175.06,520.42,2025-04-23 12:10:27.933854447
StockD,346.26,780.58,340.06,672.15,2025-04-23 12:12:29.933854447
StockJ,284.3,608.12,201.61,595.11,2025-04-23 12:14:32.433854447
StockF,329.55,761.55,30.4,697.93,2025-04-23 12:16:35.433854447
StockS,336.18,658.31,129.63,427.42,2025-04-23 12:18:38.933854447
StockZ,482.12,733.03,297.26,607.39,2025-04-23 12:20:42.933854447
StockI,745.55,900.51,613.61,885.82,2025-04-23 12:22:47.433854447
StockJ,137.32,615.4,108.93,286.36,2025-04-23 12:24:52.433854447
StockH,627.6,975.26,355.4,691.79,2025-04-23 12:26:57.933854447
StockR,244.59,547.1,64.14,543.54,2025-04-23 12:29:03.933854447
StockB,159.44,877.19,159.44,490.03,2025-04-23 12:31:10.433854447
StockE,776.13,956.84,384.94,862.19,2025-04-23 12:33:17.433854447
StockU,383.32,794.49,126.68,469.9,2025-04-23 12:35:24.933854447
StockP,558.41,857.46,217.89,691.33,2025-04-23 12:37:32.933854447
StockB,396.46,966.86,258.06,457.95,2025-04-23 12:39:41.433854447
StockB,283.75,790.3,66.55,628.58,2025-04-23 12:41:50.433854447
StockB,630.97,716.08,504.02,643.15,2025-04-23 12:43:59.933854447
StockQ,64.6,713.95,54.33,298.32,2025-04-23 12:46:09.933854447
StockB,220.84,892.1,53.53,572.76,2025-04-23 12:48:20.433854447
StockJ,228.86,679.31,172.06,673.79,2025-04-23 12:50:31.433854447
StockW,682.82,935.86,663.21,723.34,2025-04-23 12:52:42.933854447
StockI,561.89,922.74,442.23,749.62,2025-04-23 12:54:54.933854447
StockK,124.35,265.93,65.85,224.92,2025-04-23 12:57:07.433854447
StockS,371.81,548.09,328.93,448.65,2025-04-23 12:59:20.433854447
StockN,252.58,961.09,246.6,560.26,2025-04-23 13:01:33.933854447
StockS,911.35,988.19,789.23,986.29,2025-04-23 13:03:47.933854447
StockP,475.85,952.97,75.42,841.87,2025-04-23 13:06:02.433854447
StockQ,359.17,893.69,23.55,822.7,2025-04-23 13:08:17.433854447
StockD,398.61,630.27,391.65,521.28,2025-04-23 13:10:32.933854447
StockX,224.69,974.12,216.34,482.82,2025-04-23 13:12:48.933854447
StockL,459.52,564.35,94.87,498.75,2025-04-23 13:15:05.433854447
StockY,97.64,500.94,21.38,207.9,2025-04-23 13:17:22.433854447
StockN,140.41,672.37,125.99,469.39,2025-04-23 13:19:39.933854447
StockG,151.88,979.22,132.39,716.27,2025-04-23 13:21:57.933854447
StockV,83.4,863.28,15.56,470.88,2025-04-23 13:24:16.433854447
StockV,479.69,952.44,355.34,914.43,2025-04-23 13:26:35.433854447
StockM,233.14,453.59,149.58,409.99,2025-04-23 13:28:54.933854447
StockL,445.68,848.95,439.06,678.59,2025-04-23 13:31:14.933854447
StockS,793.44,950.56,359.56,821.93,2025-04-23 13:33:35.433854447
StockI,696.52,870.19,294.57,707.87,2025-04-23 13:35:56.433854447
StockR,349.89,960.07,52.03,474.71,2025-04-23 13:38:17.933854447
StockA,344.27,814.24,122.82,433.78,2025-04-23 13:40:39.933854447
StockB,519.63,876.82,507.48,795.36,2025-04-23 13:43:02.433854447
StockG,739.61,774.8,540.8,739.96,2025-04-23 13:45:25.433854447
StockR,358.97,810.81,203.29,363.72,2025-04-23 13:47:48.933854447
StockF,263.69,742.89,202.87,354.25,2025-04-23 13:50:12.933854447
StockF,199.08,783.14,196.06,747.43,2025-04-23 13:52:37.433854447
StockK,371.69,921.52,189.59,905.64,2025-04-23 13:55:02.433854447
StockT,563.03,762.73,500.82,568.25,2025-04-23 13:57:27.933854447
StockZ,743.4,964.5,318.11,800.38,2025-04-23 13:59:53.933854447
StockZ,547.66,597.76,360.23,573.02,2025-04-23 14:02:20.433854447
StockP,370.83,898.79,188.09,602.74,2025-04-23 14:04:47.433854447
StockQ,553.56,904.06,15.91,577.9,2025-04-23 14:07:14.933854447
StockS,116.05,658.23,112.81,586.15,2025-04-23 14:09:42.933854447
StockW,416.45,968.59,102.33,964.37,2025-04-23 14:12:11.433854447
StockF,137.4,873.8,4.73,435.14,2025-04-23 14:14:40.433854447
StockL,580.74,669.75,495.92,641.52,2025-04-23 14:17:09.933854447
StockX,559.48,814.56,463.95,696.44,2025-04-23 14:19:39.933854447
StockI,351.53,876.66,10.37,525.94,2025-04-23 14:22:10.433854447
StockE,265.1,982.56,139.67,466.15,2025-04-23 14:24:41.433854447
StockY,235.12,948.27,118.28,287.47,2025-04-23 14:27:12.933854447
StockI,664.78,887.03,146.2,764,2025-04-23 14:29:44.933854447
StockA,35.27,972.85,28.36,682.71,2025-04-23 14:32:17.433854447
StockO,113.94,957.72,78.14,325.05,2025-04-23 14:34:50.433854447
StockY,276.1,952.07,63.96,517.68,2025-04-23 14:37:23.933854447
StockQ,178.03,884.61,3.99,613.94,2025-04-23 14:39:57.933854447
StockV,429.59,880.49,36.57,490.89,2025-04-23 14:42:32.433854447
StockN,136.43,661.83,44.43,305.11,2025-04-23 14:45:07.433854447
StockI,480.6,762.28,266.74,484.7,2025-04-23 14:47:42.933854447
StockQ,754.45,866.95,2.96,856.72,2025-04-23 14:50:18.933854447
StockB,35.83,315.14,14.59,273.61,2025-04-23 14:52:55.433854447
StockO,344.36,903.24,165.8,891.32,2025-04-23 14:55:32.433854447
StockR,153.12,409.63,15.56,237.16,2025-04-23 14:58:09.933854447
StockU,326.96,838.69,168.27,554.04,2025-04-23 15:00:47.933854447
StockD,401.38,988.08,380.79,430.67,2025-04-23 15:03:26.433854447
StockW,365.06,707.12,296.26,551.54,2025-04-23 15:06:05.433854447
StockM,458.3,973.18,25.4,660.84,2025-04-23 15:08:44.933854447
StockI,248.23,764.49,132.2,518.04,2025-04-23 15:11:24.933854447
StockP,240.54,971.01,47.07,774.35,2025-04-23 15:14:05.433854447
StockM,640.83,988.29,1.2,671.16,2025-04-23 15:16:46.433854447
StockG,711.9,927.27,272.18,842.13,2025-04-23 15:19:27.933854447
StockI,403.52,964.38,279.63,525.96,2025-04-23 15:22:09.933854447
StockY,101.84,469.07,79.3,365.03,2025-04-23 15:24:52.433854447
StockF,571.03,929.89,74.42,633.38,2025-04-23 15:27:35.433854447
StockJ,241.78,623.66,47.94,563.22,2025-04-23 15:30:18.933854447
StockW,24.95,841.19,5.1,348.92,2025-04-23 15:33:02.933854447
StockW,273.66,668.55,80.41,495.07,2025-04-23 15:35:47.433854447
StockS,525.76,957.22,341.69,874.02,2025-04-23 15:38:32.433854447
StockP,643.46,725.03,434.1,675.44,2025-04-23 15:41:17.933854447
StockN,131.38,622.88,48.72,592.94,2025-04-23 15:44:03.933854447
StockV,361.48,979.09,198.96,557.72,2025-04-23 15:46:50.433854447
StockE,656.7,994.26,511.54,779.2,2025-04-23 15:49:37.433854447
StockO,347.05,891.96,194.32,438.91,2025-04-23 15:52:24.933854447
StockS,327.22,863.18,172.32,646.9,2025-04-23 15:55:12.933854447
StockD,387.48,563.62,349.68,460.82,2025-04-23 15:58:01.433854447
StockW,566.86,887.89,524.5,624.57,2025-04-23 16:00:50.433854447
StockT,144.53,766.65,91.44,512.04,2025-04-23 16:03:39.933854447
StockV,198.9,757.03,38.17,223.07,2025-04-23 16:06:29.933854447
StockJ,803.95,901.75,447.67,857.42,2025-04-23 16:09:20.433854447
StockO,591.85,982.48,2.34,975.25,2025-04-23 16:12:11.433854447
StockH,598.01,886.72,72.05,800.03,2025-04-23 16:15:02.933854447
StockU,607.11,814.01,226.32,778.72,2025-04-23 16:17:54.933854447
StockM,294.07,735.93,22.26,664.84,2025-04-23 16:20:47.433854447
StockU,253.67,943.64,203.72,434.27,2025-04-23 16:23:40.433854447
StockK,437.05,928.44,342.68,822.78,2025-04-23 16:26:33.933854447
StockO,344.35,728.6,288.22,607.74,2025-04-23 16:29:27.933854447
StockZ,404.24,708.73,249.08,573.99,2025-04-23 16:32:22.433854447
StockU,156.6,733.36,72.3,460.11,2025-04-23 16:35:17.433854447
StockL,474.71,955.24,204.87,805.33,2025-04-23 16:38:12.933854447
StockE,140.86,244.62,20.93,166.24,2025-04-23 16:41:08.933854447
StockP,419.06,954.32,226.49,422.36,2025-04-23 16:44:05.433854447
StockT,376.38,963.6,368.73,874.24,2025-04-23 16:47:02.433854447
StockR,111.4,347.57,17.69,114,2025-04-23 16:49:59.933854447
StockF,27.32,943.19,3.93,696.24,2025-04-23 16:52:57.933854447
StockQ,418.69,795.75,54.51,602.18,2025-04-23 16:55:56.433854447
StockP,505.93,790.49,58.49,625.88,2025-04-23 16:58:55.433854447
StockR,457.23,988.72,438.6,489.76,2025-04-23 17:01:54.933854447
StockF,342.87,844.35,19.59,634.95,2025-04-23 17:04:54.933854447
StockK,607.19,940.47,415.45,824.43,2025-04-23 17:07:55.433854447
StockG,85.35,922.36,56.6,313.99,2025-04-23 17:10:56.433854447
StockC,388.34,936.25,153.88,528.53,2025-04-23 17:13:57.933854447
StockE,172.96,697.41,171.39,592.9,2025-04-23 17:16:59.933854447
StockL,280.59,894.68,169.13,874.3,2025-04-23 17:20:02.433854447
StockN,481.67,871.74,434.37,493.34,2025-04-23 17:23:05.433854447
StockN,751.63,849.74,631.6,783.68,2025-04-23 17:26:08.933854447
StockF,169.04,203.82,74.76,193.75,2025-04-23 17:29:12.933854447
StockX,196.16,895.06,99.62,232.6,2025-04-23 17:32:17.433854447
StockK,452.77,935.63,397.76,749.28,2025-04-23 17:35:22.433854447
StockF,389.04,707.15,271.53,490.71,2025-04-23 17:38:27.933854447
StockC,158.12,847.85,153.67,372.22,2025-04-23 17:41:33.933854447
StockG,659.85,925.07,428.52,679.49,2025-04-23 17:44:40.433854447
StockK,316.87,754.43,50.63,333.35,2025-04-23 17:47:47.433854447
